author,post date,post time,text,Non-Independent Usage Rate,POS Bigrams,Particle Bigrams,Punctuation Preceding Tokens,Dependency Path Patterns,Unique Dependencies,Max Dependency Depth,Avg Dependency Depth,Forward Dependencies,Backward Dependencies,sentence_length,subj_verb_order_ratio,obj_verb_order_ratio,adj_noun_order_ratio
岸田文雄,2025/04/07,21:20:00,まだ傷跡が多いところ、これから前に進もうとしているところ、復興に向けて力強く歩み出しているところ、場所や事情等によって様々ですし、前に進んだ先にも新たに課題は生まれています。,0.381818182,"Counter({'NOUN_ADP': 8, 'ADP_VERB': 6, 'VERB_SCONJ': 5, 'NOUN_PUNCT': 3, 'SCONJ_VERB': 3, 'PUNCT_NOUN': 3, 'ADP_ADJ': 2, 'ADP_NOUN': 2, 'VERB_NOUN': 2, 'SCONJ_ADJ': 2, 'ADJ_AUX': 2, 'VERB_AUX': 2, 'AUX_NOUN': 2, 'ADV_NOUN': 1, 'ADJ_NOUN': 1, 'PUNCT_PRON': 1, 'PRON_ADP': 1, 'VERB_ADP': 1, 'ADJ_VERB': 1, 'VERB_VERB': 1, 'NOUN_NOUN': 1, 'AUX_SCONJ': 1, 'SCONJ_PUNCT': 1, 'ADP_ADP': 1, 'AUX_PUNCT': 1})",Counter({'に_も': 1}),"Counter({'ところ': 3, 'し': 1, 'ます': 1})","Counter({'punct (ところ -> 、)': 3, 'nmod (ところ -> ところ)': 2, 'case (前 -> に)': 2, 'fixed (て -> いる)': 2, 'advmod (多い -> まだ)': 1, 'nsubj (多い -> 傷跡)': 1, 'case (傷跡 -> が)': 1, 'acl (ところ -> 多い)': 1, 'obl (進もう -> これ)': 1, 'case (これ -> から)': 1, 'obl (進もう -> 前)': 1, 'advcl (し -> 進もう)': 1, 'case (進もう -> と)': 1, 'acl (ところ -> し)': 1, 'mark (し -> て)': 1, 'obl (向け -> 復興)': 1, 'case (復興 -> に)': 1, 'advcl (歩み -> 向け)': 1, 'mark (向け -> て)': 1, 'advcl (歩み -> 力強く)': 1, 'acl (ところ -> 歩み)': 1, 'advcl (歩み -> 出し)': 1, 'mark (歩み -> て)': 1, 'obl (様々 -> ところ)': 1, 'nmod (等 -> 場所)': 1, 'case (場所 -> や)': 1, 'compound (等 -> 事情)': 1, 'obl (様々 -> 等)': 1, 'case (等 -> に)': 1, 'fixed (に -> よっ)': 1, 'fixed (に -> て)': 1, 'advcl (生まれ -> 様々)': 1, 'aux (様々 -> です)': 1, 'mark (様々 -> し)': 1, 'punct (様々 -> 、)': 1, 'obl (進ん -> 前)': 1, 'acl (先 -> 進ん)': 1, 'aux (進ん -> だ)': 1, 'obl (生まれ -> 先)': 1, 'case (先 -> に)': 1, 'case (先 -> も)': 1, 'advcl (生まれ -> 新た)': 1, 'aux (新た -> に)': 1, 'nsubj (生まれ -> 課題)': 1, 'case (課題 -> は)': 1, 'ROOT (生まれ -> 生まれ)': 1, 'mark (生まれ -> て)': 1, 'fixed (て -> い)': 1, 'aux (生まれ -> ます)': 1, 'punct (生まれ -> 。)': 1})",13,7,3.545454545,23,27,55,0.018181818,0,0.018181818
岸田文雄,2025/04/07,21:20:00,皆さんの声を胸に、引き続き復興に全力を尽くして参ります。,0.388888889,"Counter({'NOUN_ADP': 5, 'ADP_NOUN': 3, 'NOUN_NOUN': 1, 'ADP_PUNCT': 1, 'PUNCT_VERB': 1, 'VERB_NOUN': 1, 'ADP_VERB': 1, 'VERB_SCONJ': 1, 'SCONJ_VERB': 1, 'VERB_AUX': 1, 'AUX_PUNCT': 1})",Counter(),"Counter({'に': 1, 'ます': 1})","Counter({'compound (さん -> 皆)': 1, 'nmod (声 -> さん)': 1, 'case (さん -> の)': 1, 'obj (胸 -> 声)': 1, 'case (声 -> を)': 1, 'obl (尽くし -> 胸)': 1, 'case (胸 -> に)': 1, 'punct (胸 -> 、)': 1, 'advcl (尽くし -> 引き続き)': 1, 'obl (尽くし -> 復興)': 1, 'case (復興 -> に)': 1, 'obj (尽くし -> 全力)': 1, 'case (全力 -> を)': 1, 'ROOT (尽くし -> 尽くし)': 1, 'mark (尽くし -> て)': 1, 'fixed (て -> 参り)': 1, 'aux (尽くし -> ます)': 1, 'punct (尽くし -> 。)': 1})",11,4,1.833333333,7,9,18,0,0.055555556,0
岸田文雄,2025/04/01,20:41:00,本日、牡蠣養殖議員連盟を立ち上げ、最高顧問に就任しました。,0.3125,"Counter({'NOUN_NOUN': 3, 'PUNCT_NOUN': 2, 'NOUN_ADP': 2, 'ADP_VERB': 2, 'AUX_AUX': 2, 'ADV_PUNCT': 1, 'VERB_PUNCT': 1, 'VERB_AUX': 1, 'AUX_PUNCT': 1})",Counter(),"Counter({'本日': 1, '立ち上げる': 1, 'た': 1})","Counter({'advmod (牡蠣 -> 本日)': 1, 'punct (本日 -> 、)': 1, 'obl (就任 -> 牡蠣)': 1, 'compound (議員連盟 -> 養殖)': 1, 'obj (立ち上げ -> 議員連盟)': 1, 'case (議員連盟 -> を)': 1, 'advcl (就任 -> 立ち上げ)': 1, 'punct (立ち上げ -> 、)': 1, 'compound (顧問 -> 最高)': 1, 'obl (就任 -> 顧問)': 1, 'case (顧問 -> に)': 1, 'ROOT (就任 -> 就任)': 1, 'aux (就任 -> し)': 1, 'aux (就任 -> まし)': 1, 'aux (就任 -> た)': 1, 'punct (就任 -> 。)': 1})",9,3,1.625,7,6,16,0,0.0625,0
岸田文雄,2025/04/01,20:41:00,いま牡蠣養殖業には、生産量の増加や輸出推進が求められている一方、発育不全や食害、牡蠣殻の処理の問題など、様々な課題があります。,0.368421053,"Counter({'NOUN_ADP': 9, 'ADP_NOUN': 5, 'NOUN_NOUN': 3, 'PUNCT_NOUN': 3, 'ADP_PUNCT': 2, 'ADP_VERB': 2, 'VERB_AUX': 2, 'NOUN_PUNCT': 2, 'ADV_NOUN': 1, 'ADP_ADP': 1, 'AUX_SCONJ': 1, 'SCONJ_VERB': 1, 'VERB_NOUN': 1, 'PUNCT_ADJ': 1, 'ADJ_AUX': 1, 'AUX_NOUN': 1, 'AUX_PUNCT': 1})",Counter({'に_は': 1}),"Counter({'は': 1, '一方': 1, '食害': 1, 'など': 1, 'ます': 1})","Counter({'advmod (牡蠣 -> いま)': 1, 'advcl (あり -> 牡蠣)': 1, 'obl (求め -> 養殖業)': 1, 'case (養殖業 -> に)': 1, 'case (養殖業 -> は)': 1, 'punct (養殖業 -> 、)': 1, 'nmod (増加 -> 生産量)': 1, 'case (生産量 -> の)': 1, 'nmod (推進 -> 増加)': 1, 'case (増加 -> や)': 1, 'compound (推進 -> 輸出)': 1, 'nsubj (求め -> 推進)': 1, 'case (推進 -> が)': 1, 'acl (一方 -> 求め)': 1, 'aux (求め -> られ)': 1, 'mark (求め -> て)': 1, 'fixed (て -> いる)': 1, 'obl (あり -> 一方)': 1, 'punct (一方 -> 、)': 1, 'compound (不全 -> 発育)': 1, 'nmod (食害 -> 不全)': 1, 'case (不全 -> や)': 1, 'nmod (問題 -> 食害)': 1, 'punct (食害 -> 、)': 1, 'nmod (処理 -> 牡蠣殻)': 1, 'case (牡蠣殻 -> の)': 1, 'nmod (問題 -> 処理)': 1, 'case (処理 -> の)': 1, 'nmod (課題 -> 問題)': 1, 'case (問題 -> など)': 1, 'punct (問題 -> 、)': 1, 'acl (課題 -> 様々)': 1, 'aux (様々 -> な)': 1, 'nsubj (あり -> 課題)': 1, 'case (課題 -> が)': 1, 'ROOT (あり -> あり)': 1, 'aux (あり -> ます)': 1, 'punct (あり -> 。)': 1})",13,6,3.131578947,17,16,38,0.052631579,0,0.026315789
岸田文雄,2025/04/01,20:41:00,これら課題の解決と、牡蠣養殖業の更なる発展のために、汗をかいていきたいと思います。,0.384615385,"Counter({'NOUN_ADP': 6, 'NOUN_NOUN': 2, 'ADP_NOUN': 2, 'ADP_PUNCT': 2, 'PUNCT_NOUN': 2, 'ADP_VERB': 2, 'VERB_AUX': 2, 'PRON_NOUN': 1, 'ADP_ADJ': 1, 'ADJ_NOUN': 1, 'VERB_SCONJ': 1, 'SCONJ_VERB': 1, 'AUX_ADP': 1, 'AUX_PUNCT': 1})",Counter(),"Counter({'と': 1, 'に': 1, 'ます': 1})","Counter({'nmod (課題 -> これ)': 1, 'compound (課題 -> ら)': 1, 'nmod (解決 -> 課題)': 1, 'case (課題 -> の)': 1, 'obl (かい -> 解決)': 1, 'case (解決 -> と)': 1, 'punct (解決 -> 、)': 1, 'compound (養殖業 -> 牡蠣)': 1, 'nmod (発展 -> 養殖業)': 1, 'case (養殖業 -> の)': 1, 'amod (発展 -> 更なる)': 1, 'nmod (ため -> 発展)': 1, 'case (発展 -> の)': 1, 'obl (かい -> ため)': 1, 'case (ため -> に)': 1, 'punct (ため -> 、)': 1, 'obj (かい -> 汗)': 1, 'case (汗 -> を)': 1, 'ccomp (思い -> かい)': 1, 'mark (かい -> て)': 1, 'fixed (て -> いき)': 1, 'aux (かい -> たい)': 1, 'case (かい -> と)': 1, 'ROOT (思い -> 思い)': 1, 'aux (思い -> ます)': 1, 'punct (思い -> 。)': 1})",12,5,2.807692308,11,12,26,0,0.038461538,0.038461538
岸田文雄,2025/02/17,17:26:00,東京ガス横浜テクノステーションを視察し、今日は主に水素と二酸化炭素を合成して生み出すe-methane(合成メタン)の取り組みの話を伺いました。,0.342857143,"Counter({'NOUN_ADP': 6, 'ADP_VERB': 3, 'VERB_AUX': 3, 'ADP_NOUN': 3, 'NOUN_NOUN': 2, 'AUX_PUNCT': 2, 'PUNCT_NOUN': 2, 'NOUN_PUNCT': 2, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'ADP_ADV': 1, 'ADV_NOUN': 1, 'AUX_SCONJ': 1, 'SCONJ_VERB': 1, 'VERB_NOUN': 1, 'NOUN_SYM': 1, 'SYM_NOUN': 1, 'PUNCT_ADP': 1, 'AUX_AUX': 1})",Counter(),"Counter({'する': 1, 'た': 1})","Counter({'compound (ステーション -> 東京ガス)': 1, 'compound (ステーション -> 横浜)': 1, 'compound (ステーション -> テクノ)': 1, 'obj (視察 -> ステーション)': 1, 'case (ステーション -> を)': 1, 'advcl (伺い -> 視察)': 1, 'aux (視察 -> し)': 1, 'punct (視察 -> 、)': 1, 'obl (伺い -> 今日)': 1, 'case (今日 -> は)': 1, 'advmod (合成 -> 主に)': 1, 'nmod (二酸化炭素 -> 水素)': 1, 'case (水素 -> と)': 1, 'obj (合成 -> 二酸化炭素)': 1, 'case (二酸化炭素 -> を)': 1, 'advcl (生み出す -> 合成)': 1, 'aux (合成 -> し)': 1, 'mark (合成 -> て)': 1, 'acl (methane -> 生み出す)': 1, 'compound (methane -> e)': 1, 'compound (methane -> -)': 1, 'nmod (取り組み -> methane)': 1, 'punct (methane -> ()': 1, 'compound (methane -> 合成)': 1, 'compound (methane -> メタン)': 1, 'punct (methane -> ))': 1, 'case (methane -> の)': 1, 'nmod (話 -> 取り組み)': 1, 'case (取り組み -> の)': 1, 'obj (伺い -> 話)': 1, 'case (話 -> を)': 1, 'ROOT (伺い -> 伺い)': 1, 'aux (伺い -> まし)': 1, 'aux (伺い -> た)': 1, 'punct (伺い -> 。)': 1})",12,8,3.4,16,15,35,0,0.085714286,0
岸田文雄,2025/02/17,17:26:00,e-methaneは合成時にCO2を反応させるため、結果的に大気中のCO2が増加しない技術であり、既存の都市ガスインフラにそのまま利用できるのも大きな特徴です。,0.404761905,"Counter({'NOUN_ADP': 7, 'ADP_NOUN': 4, 'NOUN_NOUN': 3, 'VERB_AUX': 3, 'AUX_NOUN': 3, 'ADP_VERB': 2, 'AUX_AUX': 2, 'NOUN_AUX': 2, 'NOUN_SYM': 1, 'SYM_NOUN': 1, 'NOUN_PUNCT': 1, 'PUNCT_ADJ': 1, 'ADJ_AUX': 1, 'AUX_VERB': 1, 'VERB_PUNCT': 1, 'PUNCT_NOUN': 1, 'ADP_ADV': 1, 'ADV_VERB': 1, 'AUX_SCONJ': 1, 'SCONJ_ADP': 1, 'ADP_ADJ': 1, 'ADJ_NOUN': 1, 'AUX_PUNCT': 1})",Counter(),"Counter({'ため': 1, 'ある': 1, 'です': 1})","Counter({'compound (methane -> e)': 1, 'compound (methane -> -)': 1, 'nsubj (技術 -> methane)': 1, 'case (methane -> は)': 1, 'compound (時 -> 合成)': 1, 'obl (反応 -> 時)': 1, 'case (時 -> に)': 1, 'obj (反応 -> CO2)': 1, 'case (CO2 -> を)': 1, 'acl (ため -> 反応)': 1, 'aux (反応 -> さ)': 1, 'aux (反応 -> せる)': 1, 'obl (増加 -> ため)': 1, 'punct (ため -> 、)': 1, 'advcl (増加 -> 結果的)': 1, 'cop (結果的 -> に)': 1, 'compound (中 -> 大気)': 1, 'nmod (CO2 -> 中)': 1, 'case (中 -> の)': 1, 'nsubj (増加 -> CO2)': 1, 'case (CO2 -> が)': 1, 'acl (技術 -> 増加)': 1, 'aux (増加 -> し)': 1, 'aux (増加 -> ない)': 1, 'advcl (利用 -> 技術)': 1, 'cop (技術 -> で)': 1, 'fixed (で -> あり)': 1, 'punct (技術 -> 、)': 1, 'nmod (インフラ -> 既存)': 1, 'case (既存 -> の)': 1, 'compound (インフラ -> 都市ガス)': 1, 'obl (利用 -> インフラ)': 1, 'case (インフラ -> に)': 1, 'advmod (利用 -> そのまま)': 1, 'obl (特徴 -> 利用)': 1, 'aux (利用 -> できる)': 1, 'mark (利用 -> の)': 1, 'case (利用 -> も)': 1, 'amod (特徴 -> 大きな)': 1, 'ROOT (特徴 -> 特徴)': 1, 'cop (特徴 -> です)': 1, 'punct (特徴 -> 。)': 1})",16,7,3.785714286,20,19,42,0.023809524,0.023809524,0.023809524
岸田文雄,2025/02/17,17:26:00,日本の高い科学技術は、国際社会・国際市場において強い競争力を生み出します。,0.3,"Counter({'NOUN_ADP': 3, 'ADJ_NOUN': 2, 'NOUN_NOUN': 2, 'ADP_VERB': 2, 'PROPN_ADP': 1, 'ADP_ADJ': 1, 'ADP_PUNCT': 1, 'PUNCT_NOUN': 1, 'NOUN_SYM': 1, 'SYM_NOUN': 1, 'VERB_SCONJ': 1, 'SCONJ_ADJ': 1, 'VERB_AUX': 1, 'AUX_PUNCT': 1})",Counter(),"Counter({'は': 1, 'ます': 1})","Counter({'compound (市場 -> 国際)': 2, 'nmod (科学技術 -> 日本)': 1, 'case (日本 -> の)': 1, 'acl (科学技術 -> 高い)': 1, 'nsubj (生み出し -> 科学技術)': 1, 'case (科学技術 -> は)': 1, 'punct (科学技術 -> 、)': 1, 'compound (市場 -> 社会)': 1, 'compound (市場 -> ・)': 1, 'obl (生み出し -> 市場)': 1, 'case (市場 -> に)': 1, 'fixed (に -> おい)': 1, 'fixed (に -> て)': 1, 'acl (競争力 -> 強い)': 1, 'obj (生み出し -> 競争力)': 1, 'case (競争力 -> を)': 1, 'ROOT (生み出し -> 生み出し)': 1, 'aux (生み出し -> ます)': 1, 'punct (生み出し -> 。)': 1})",11,3,1.8,10,8,20,0.05,0.05,0.1
岸田文雄,2025/02/17,17:26:00,e-methaneについては、総理在任中に日米間の算定ルール作りの面などで取り組みを推し進めましたが、引き続き、日本の活力の根幹であるGX・エネルギー政策において、政治の面からも後押しして参ります。,0.410714286,"Counter({'NOUN_ADP': 10, 'ADP_NOUN': 7, 'NOUN_NOUN': 5, 'ADP_VERB': 4, 'VERB_AUX': 3, 'NOUN_SYM': 2, 'SYM_NOUN': 2, 'VERB_SCONJ': 2, 'PUNCT_NOUN': 2, 'ADP_ADP': 2, 'AUX_SCONJ': 2, 'SCONJ_PUNCT': 2, 'SCONJ_ADP': 1, 'ADP_PUNCT': 1, 'AUX_AUX': 1, 'PUNCT_VERB': 1, 'VERB_PUNCT': 1, 'PUNCT_PROPN': 1, 'PROPN_ADP': 1, 'NOUN_AUX': 1, 'AUX_VERB': 1, 'VERB_NOUN': 1, 'SCONJ_VERB': 1, 'AUX_PUNCT': 1})","Counter({'など_で': 1, 'から_も': 1})","Counter({'は': 1, 'が': 1, '引き続く': 1, 'て': 1, 'ます': 1})","Counter({'fixed (に -> て)': 2, 'compound (methane -> e)': 1, 'compound (methane -> -)': 1, 'obl (推し進め -> methane)': 1, 'case (methane -> に)': 1, 'fixed (に -> つい)': 1, 'case (methane -> は)': 1, 'punct (methane -> 、)': 1, 'compound (在任中 -> 総理)': 1, 'obl (推し進め -> 在任中)': 1, 'case (在任中 -> に)': 1, 'compound (間 -> 日米)': 1, 'nmod (作り -> 間)': 1, 'case (間 -> の)': 1, 'compound (作り -> 算定)': 1, 'compound (作り -> ルール)': 1, 'nmod (面 -> 作り)': 1, 'case (作り -> の)': 1, 'obl (推し進め -> 面)': 1, 'case (面 -> など)': 1, 'case (面 -> で)': 1, 'obj (推し進め -> 取り組み)': 1, 'case (取り組み -> を)': 1, 'advcl (後押し -> 推し進め)': 1, 'aux (推し進め -> まし)': 1, 'aux (推し進め -> た)': 1, 'mark (推し進め -> が)': 1, 'punct (推し進め -> 、)': 1, 'advcl (後押し -> 引き続き)': 1, 'punct (引き続き -> 、)': 1, 'nmod (活力 -> 日本)': 1, 'case (日本 -> の)': 1, 'nmod (根幹 -> 活力)': 1, 'case (活力 -> の)': 1, 'acl (政策 -> 根幹)': 1, 'cop (根幹 -> で)': 1, 'fixed (で -> ある)': 1, 'compound (政策 -> GX)': 1, 'compound (政策 -> ・)': 1, 'compound (政策 -> エネルギー)': 1, 'obl (後押し -> 政策)': 1, 'case (政策 -> に)': 1, 'fixed (に -> おい)': 1, 'punct (政策 -> 、)': 1, 'nmod (面 -> 政治)': 1, 'case (政治 -> の)': 1, 'obl (後押し -> 面)': 1, 'case (面 -> から)': 1, 'case (面 -> も)': 1, 'ROOT (後押し -> 後押し)': 1, 'aux (後押し -> し)': 1, 'mark (後押し -> て)': 1, 'fixed (て -> 参り)': 1, 'aux (後押し -> ます)': 1, 'punct (後押し -> 。)': 1})",13,5,2.589285714,23,28,56,0,0.017857143,0
岸田文雄,2025/02/13,16:30:00,自民党新しい資本主義実現本部を開催しました。,0.363636364,"Counter({'NOUN_NOUN': 2, 'AUX_AUX': 2, 'PROPN_ADJ': 1, 'ADJ_NOUN': 1, 'NOUN_ADP': 1, 'ADP_VERB': 1, 'VERB_AUX': 1, 'AUX_PUNCT': 1})",Counter(),Counter({'た': 1}),"Counter({'nmod (本部 -> 自民党)': 1, 'acl (本部 -> 新しい)': 1, 'compound (本部 -> 資本主義)': 1, 'compound (本部 -> 実現)': 1, 'obj (開催 -> 本部)': 1, 'case (本部 -> を)': 1, 'ROOT (開催 -> 開催)': 1, 'aux (開催 -> し)': 1, 'aux (開催 -> まし)': 1, 'aux (開催 -> た)': 1, 'punct (開催 -> 。)': 1})",8,2,1.363636364,5,5,11,0,0.090909091,0.090909091
岸田文雄,2025/02/13,16:30:00,本日は、経団連、連合、日本商工会議所、全国中小企業団体中央会、全国商工会連合会のトップの方にお集まり頂きました。,0.24137931,"Counter({'NOUN_ADP': 4, 'PUNCT_NOUN': 3, 'NOUN_NOUN': 3, 'ADP_NOUN': 3, 'PUNCT_PROPN': 2, 'PROPN_PUNCT': 2, 'NOUN_PUNCT': 2, 'AUX_AUX': 2, 'ADP_PUNCT': 1, 'NOUN_PROPN': 1, 'PROPN_PROPN': 1, 'PROPN_NOUN': 1, 'NOUN_VERB': 1, 'VERB_AUX': 1, 'AUX_PUNCT': 1})",Counter(),"Counter({'は': 1, '経団連': 1, '連合': 1, '日本商工会議所': 1, '中央会': 1, 'た': 1})","Counter({'obl (集まり -> 本日)': 1, 'case (本日 -> は)': 1, 'punct (本日 -> 、)': 1, 'nmod (連合 -> 経団連)': 1, 'punct (経団連 -> 、)': 1, 'nmod (日本商工会議所 -> 連合)': 1, 'punct (連合 -> 、)': 1, 'nmod (中央会 -> 日本商工会議所)': 1, 'punct (日本商工会議所 -> 、)': 1, 'compound (中央会 -> 全国)': 1, 'compound (中央会 -> 中小企業)': 1, 'compound (中央会 -> 団体)': 1, 'nmod (商工 -> 中央会)': 1, 'punct (中央会 -> 、)': 1, 'compound (商工 -> 全国)': 1, 'compound (連合会 -> 商工)': 1, 'compound (連合会 -> 会)': 1, 'nmod (トップ -> 連合会)': 1, 'case (連合会 -> の)': 1, 'nmod (方 -> トップ)': 1, 'case (トップ -> の)': 1, 'obl (集まり -> 方)': 1, 'case (方 -> に)': 1, 'compound (集まり -> お)': 1, 'ROOT (集まり -> 集まり)': 1, 'aux (集まり -> 頂き)': 1, 'aux (集まり -> まし)': 1, 'aux (集まり -> た)': 1, 'punct (集まり -> 。)': 1})",7,9,3.862068966,15,8,29,0,0,0
岸田文雄,2025/02/13,16:30:00,岸田政権でも政労使の会議を行いましたが、今年も力強い賃上げ、構造的な賃上げを実現すべく、後押しをして参ります。,0.411764706,"Counter({'NOUN_ADP': 5, 'ADP_VERB': 3, 'VERB_AUX': 3, 'ADP_NOUN': 2, 'PUNCT_NOUN': 2, 'AUX_PUNCT': 2, 'PROPN_NOUN': 1, 'ADP_ADP': 1, 'NOUN_NOUN': 1, 'AUX_AUX': 1, 'AUX_SCONJ': 1, 'SCONJ_PUNCT': 1, 'PUNCT_ADV': 1, 'ADV_ADP': 1, 'ADP_ADJ': 1, 'ADJ_NOUN': 1, 'NOUN_PUNCT': 1, 'NOUN_AUX': 1, 'AUX_NOUN': 1, 'VERB_VERB': 1, 'VERB_SCONJ': 1, 'SCONJ_VERB': 1})",Counter({'で_も': 1}),"Counter({'が': 1, '賃上げ': 1, 'べし': 1, 'ます': 1})","Counter({'compound (政権 -> 岸田)': 1, 'obl (行い -> 政権)': 1, 'case (政権 -> で)': 1, 'case (政権 -> も)': 1, 'compound (労使 -> 政)': 1, 'nmod (会議 -> 労使)': 1, 'case (労使 -> の)': 1, 'obj (行い -> 会議)': 1, 'case (会議 -> を)': 1, 'advcl (し -> 行い)': 1, 'aux (行い -> まし)': 1, 'aux (行い -> た)': 1, 'mark (行い -> が)': 1, 'punct (行い -> 、)': 1, 'advmod (し -> 今年)': 1, 'case (今年 -> も)': 1, 'acl (賃上げ -> 力強い)': 1, 'nmod (賃上げ -> 賃上げ)': 1, 'punct (賃上げ -> 、)': 1, 'acl (賃上げ -> 構造的)': 1, 'cop (構造的 -> な)': 1, 'obj (実現 -> 賃上げ)': 1, 'case (賃上げ -> を)': 1, 'advcl (し -> 実現)': 1, 'advcl (実現 -> す)': 1, 'aux (実現 -> べく)': 1, 'punct (実現 -> 、)': 1, 'obj (し -> 後押し)': 1, 'case (後押し -> を)': 1, 'ROOT (し -> し)': 1, 'mark (し -> て)': 1, 'fixed (て -> 参り)': 1, 'aux (し -> ます)': 1, 'punct (し -> 。)': 1})",14,4,2.264705882,13,17,34,0,0.088235294,0.029411765
岸田文雄,2025/02/13,16:30:00,今年も民間において賃上げをお願いしたいと思いますが、であるならば政府ももう一歩踏み込む、特に予算や各種制度、さらに公共調達などの様々な基準値が「デフレ時代の感覚」に取り残されていないか、省庁横断で見直す必要があります。,0.415384615,"Counter({'NOUN_ADP': 9, 'VERB_AUX': 6, 'ADP_VERB': 5, 'ADP_NOUN': 4, 'NOUN_NOUN': 4, 'AUX_SCONJ': 3, 'SCONJ_NOUN': 2, 'NOUN_PUNCT': 2, 'PUNCT_NOUN': 2, 'ADV_ADP': 1, 'VERB_SCONJ': 1, 'NOUN_VERB': 1, 'AUX_AUX': 1, 'AUX_ADP': 1, 'SCONJ_PUNCT': 1, 'PUNCT_AUX': 1, 'AUX_VERB': 1, 'ADP_ADV': 1, 'ADV_ADV': 1, 'ADV_VERB': 1, 'VERB_PUNCT': 1, 'PUNCT_ADV': 1, 'ADV_NOUN': 1, 'PUNCT_CCONJ': 1, 'CCONJ_NOUN': 1, 'ADP_ADP': 1, 'ADP_ADJ': 1, 'ADJ_AUX': 1, 'AUX_NOUN': 1, 'ADP_PUNCT': 1, 'PUNCT_ADP': 1, 'SCONJ_VERB': 1, 'AUX_PART': 1, 'PART_PUNCT': 1, 'VERB_NOUN': 1, 'AUX_PUNCT': 1})",Counter({'など_の': 1}),"Counter({'が': 1, '踏み込む': 1, '制度': 1, 'か': 1, 'ます': 1})","Counter({'advmod (願い -> 今年)': 1, 'case (今年 -> も)': 1, 'obl (願い -> 民間)': 1, 'case (民間 -> に)': 1, 'fixed (に -> おい)': 1, 'fixed (に -> て)': 1, 'obj (願い -> 賃上げ)': 1, 'case (賃上げ -> を)': 1, 'compound (願い -> お)': 1, 'ccomp (思い -> 願い)': 1, 'aux (願い -> し)': 1, 'aux (願い -> たい)': 1, 'case (願い -> と)': 1, 'advcl (あり -> 思い)': 1, 'aux (思い -> ます)': 1, 'mark (思い -> が)': 1, 'punct (思い -> 、)': 1, 'aux (思い -> で)': 1, 'fixed (で -> ある)': 1, 'aux (思い -> なら)': 1, 'mark (思い -> ば)': 1, 'nsubj (踏み込む -> 政府)': 1, 'case (政府 -> も)': 1, 'advmod (一歩 -> もう)': 1, 'advmod (踏み込む -> 一歩)': 1, 'advcl (見直す -> 踏み込む)': 1, 'punct (踏み込む -> 、)': 1, 'advmod (取り残さ -> 特に)': 1, 'nmod (制度 -> 予算)': 1, 'case (予算 -> や)': 1, 'compound (制度 -> 各種)': 1, 'nmod (調達 -> 制度)': 1, 'punct (制度 -> 、)': 1, 'cc (調達 -> さらに)': 1, 'compound (調達 -> 公共)': 1, 'nmod (基準値 -> 調達)': 1, 'case (調達 -> など)': 1, 'case (調達 -> の)': 1, 'acl (基準値 -> 様々)': 1, 'aux (様々 -> な)': 1, 'nsubj (取り残さ -> 基準値)': 1, 'case (基準値 -> が)': 1, 'punct (時代 -> 「)': 1, 'compound (時代 -> デフレ)': 1, 'nmod (感覚 -> 時代)': 1, 'case (時代 -> の)': 1, 'obl (取り残さ -> 感覚)': 1, 'punct (感覚 -> 」)': 1, 'case (感覚 -> に)': 1, 'advcl (見直す -> 取り残さ)': 1, 'aux (取り残さ -> れ)': 1, 'mark (取り残さ -> て)': 1, 'fixed (て -> い)': 1, 'aux (取り残さ -> ない)': 1, 'mark (取り残さ -> か)': 1, 'punct (取り残さ -> 、)': 1, 'compound (横断 -> 省庁)': 1, 'obl (見直す -> 横断)': 1, 'case (横断 -> で)': 1, 'acl (必要 -> 見直す)': 1, 'nsubj (あり -> 必要)': 1, 'case (必要 -> が)': 1, 'ROOT (あり -> あり)': 1, 'aux (あり -> ます)': 1, 'punct (あり -> 。)': 1})",16,8,3.953846154,27,31,65,0.046153846,0.015384615,0.015384615
岸田文雄,2025/02/13,16:30:00,賃上げを起点とし、経済の好循環を実現して参ります。,0.4375,"Counter({'NOUN_ADP': 4, 'ADP_NOUN': 2, 'ADP_VERB': 2, 'VERB_AUX': 2, 'VERB_PUNCT': 1, 'PUNCT_NOUN': 1, 'AUX_SCONJ': 1, 'SCONJ_VERB': 1, 'AUX_PUNCT': 1})",Counter(),"Counter({'する': 1, 'ます': 1})","Counter({'obj (し -> 賃上げ)': 1, 'case (賃上げ -> を)': 1, 'obl (し -> 起点)': 1, 'case (起点 -> と)': 1, 'advcl (実現 -> し)': 1, 'punct (し -> 、)': 1, 'nmod (好循環 -> 経済)': 1, 'case (経済 -> の)': 1, 'obj (実現 -> 好循環)': 1, 'case (好循環 -> を)': 1, 'ROOT (実現 -> 実現)': 1, 'aux (実現 -> し)': 1, 'mark (実現 -> て)': 1, 'fixed (て -> 参り)': 1, 'aux (実現 -> ます)': 1, 'punct (実現 -> 。)': 1})",10,3,1.6875,5,9,16,0,0.125,0
